pmid,query,search_type,page
35390674,"Neurons, Afferent ",pubdate_desc,2
35579694,"Neurons, Afferent ",pubdate_desc,2
35341882,"Neurons, Afferent ",pubdate_desc,2
35482433,"Neurons, Afferent ",pubdate_desc,2
35436518,"Neurons, Afferent ",pubdate_desc,2
35422357,"Neurons, Afferent ",pubdate_desc,2
35397439,"Neurons, Afferent ",pubdate_desc,2
35382553,"Neurons, Afferent ",pubdate_desc,2
35378622,"Neurons, Afferent ",pubdate_desc,2
1702187,"Neurons, Efferent",relevance,1
30142206,"Neurons, Efferent",relevance,1
32845208,"Neurons, Efferent",relevance,1
17029270,"Neurons, Efferent",relevance,1
31800345,"Neurons, Efferent",relevance,1
16421729,"Neurons, Efferent",relevance,1
10376745,"Neurons, Efferent",relevance,1
12382278,"Neurons, Efferent",relevance,1
16180037,"Neurons, Efferent",relevance,1
24598524,"Neurons, Efferent",relevance,1
17614950,"Neurons, Efferent",relevance,2
641227,"Neurons, Efferent",relevance,2
7744710,"Neurons, Efferent",relevance,2
3198515,"Neurons, Efferent",relevance,2
7593748,"Neurons, Efferent",relevance,2
6331212,"Neurons, Efferent",relevance,2
30169427,"Neurons, Efferent",relevance,2
30444529,"Neurons, Efferent",relevance,2
3199181,"Neurons, Efferent",relevance,2
27839717,"Neurons, Efferent",relevance,2
35568435,"Neurons, Efferent",pubdate_desc,1
35440492,"Neurons, Efferent",pubdate_desc,1
35474517,"Neurons, Efferent",pubdate_desc,1
35373853,"Neurons, Efferent",pubdate_desc,1
35341748,"Neurons, Efferent",pubdate_desc,1
35247372,"Neurons, Efferent",pubdate_desc,1
35487061,"Neurons, Efferent",pubdate_desc,1
35413536,"Neurons, Efferent",pubdate_desc,1
35278658,"Neurons, Efferent",pubdate_desc,1
35231559,"Neurons, Efferent",pubdate_desc,1
35184382,"Neurons, Efferent",pubdate_desc,2
35059816,"Neurons, Efferent",pubdate_desc,2
34837221,"Neurons, Efferent",pubdate_desc,2
34729771,"Neurons, Efferent",pubdate_desc,2
35603786,"Neurons, Efferent",pubdate_desc,2
35314252,"Neurons, Efferent",pubdate_desc,2
35589790,"Neurons, Efferent",pubdate_desc,2
34888619,"Neurons, Efferent",pubdate_desc,2
35512313,"Neurons, Efferent",pubdate_desc,2
35294901,"Neurons, Efferent",pubdate_desc,2
33706077,Neuropil ,relevance,1
33627875,Neuropil ,relevance,1
33383276,Neuropil ,relevance,1
30289208,Neuropil ,relevance,1
26949548,Neuropil ,relevance,1
33301509,Neuropil ,relevance,1
34737284,Neuropil ,relevance,1
25206323,Neuropil ,relevance,1
26373296,Neuropil ,relevance,1
28785207,Neuropil ,relevance,1
9894571,Neuropil ,relevance,2
22350926,Neuropil ,relevance,2
30671536,Neuropil ,relevance,2
33075762,Neuropil ,relevance,2
22561733,Neuropil ,relevance,2
31909826,Neuropil ,relevance,2
31621907,Neuropil ,relevance,2
23358909,Neuropil ,relevance,2
23334078,Neuropil ,relevance,2
26455542,Neuropil ,relevance,2
34985823,Neuropil ,pubdate_desc,1
35463470,Neuropil ,pubdate_desc,1
35320461,Neuropil ,pubdate_desc,1
34848203,Neuropil ,pubdate_desc,1
34843626,Neuropil ,pubdate_desc,1
35598086,Neuropil ,pubdate_desc,1
35593178,Neuropil ,pubdate_desc,1
35585164,Neuropil ,pubdate_desc,1
35583532,Neuropil ,pubdate_desc,1
35562111,Neuropil ,pubdate_desc,1
35562110,Neuropil ,pubdate_desc,2
35550514,Neuropil ,pubdate_desc,2
35535818,Neuropil ,pubdate_desc,2
35525241,Neuropil ,pubdate_desc,2
35330860,Neuropil ,pubdate_desc,2
35168421,Neuropil ,pubdate_desc,2
35080185,Neuropil ,pubdate_desc,2
35487302,Neuropil ,pubdate_desc,2
35451911,Neuropil ,pubdate_desc,2
35528948,Neuropil ,pubdate_desc,2
32888429,Nissl Bodies ,relevance,1
13673051,Nissl Bodies ,relevance,1
25596876,Nissl Bodies ,relevance,1
2431521,Nissl Bodies ,relevance,1
6670751,Nissl Bodies ,relevance,1
34840987,Nissl Bodies ,relevance,1
18134729,Nissl Bodies ,relevance,1
30328512,Nissl Bodies ,relevance,1
32410106,Nissl Bodies ,relevance,1
34540569,Nissl Bodies ,relevance,1
33497543,Nissl Bodies ,relevance,2
33287549,Nissl Bodies ,relevance,2
13438929,Nissl Bodies ,relevance,2
4919474,Nissl Bodies ,relevance,2
4193916,Nissl Bodies ,relevance,2
6053075,Nissl Bodies ,relevance,2
4919039,Nissl Bodies ,relevance,2
29350170,Nissl Bodies ,relevance,2
13357508,Nissl Bodies ,relevance,2
5371953,Nissl Bodies ,relevance,2
35595221,Nissl Bodies ,pubdate_desc,1
35571739,Nissl Bodies ,pubdate_desc,1
35545339,Nissl Bodies ,pubdate_desc,1
35051601,Nissl Bodies ,pubdate_desc,1
35545591,Nissl Bodies ,pubdate_desc,1
35335346,Nissl Bodies ,pubdate_desc,1
35257813,Nissl Bodies ,pubdate_desc,1
35060207,Nissl Bodies ,pubdate_desc,1
34942319,Nissl Bodies ,pubdate_desc,1
35140498,Nissl Bodies ,pubdate_desc,1
34952103,Nissl Bodies ,pubdate_desc,2
34896111,Nissl Bodies ,pubdate_desc,2
35048998,Nissl Bodies ,pubdate_desc,2
34100449,Nissl Bodies ,pubdate_desc,2
34672897,Nissl Bodies ,pubdate_desc,2
34622713,Nissl Bodies ,pubdate_desc,2
34571057,Nissl Bodies ,pubdate_desc,2
34492628,Nissl Bodies ,pubdate_desc,2
34464652,Nissl Bodies ,pubdate_desc,2
34399353,Nissl Bodies ,pubdate_desc,2
31022832,Nitrergic Neurons ,relevance,1
32234538,Nitrergic Neurons ,relevance,1
34008863,Nitrergic Neurons ,relevance,1
33918065,Nitrergic Neurons ,relevance,1
27060610,Nitrergic Neurons ,relevance,1
27189100,Nitrergic Neurons ,relevance,1
29125838,Nitrergic Neurons ,relevance,1
33130074,Nitrergic Neurons ,relevance,1
33939231,Nitrergic Neurons ,relevance,1
32790077,Nitrergic Neurons ,relevance,1
23950107,Nitrergic Neurons ,relevance,2
25339222,Nitrergic Neurons ,relevance,2
9914142,Nitrergic Neurons ,relevance,2
24560455,Nitrergic Neurons ,relevance,2
34274042,Nitrergic Neurons ,relevance,2
30576266,Nitrergic Neurons ,relevance,2
21538934,Nitrergic Neurons ,relevance,2
30711545,Nitrergic Neurons ,relevance,2
9452959,Nitrergic Neurons ,relevance,2
32007490,Nitrergic Neurons ,relevance,2
35380456,Nitrergic Neurons ,pubdate_desc,1
35532872,Nitrergic Neurons ,pubdate_desc,1
35507035,Nitrergic Neurons ,pubdate_desc,1
35446689,Nitrergic Neurons ,pubdate_desc,1
33103611,Nitrergic Neurons ,pubdate_desc,1
35440284,Nitrergic Neurons ,pubdate_desc,1
35146560,Nitrergic Neurons ,pubdate_desc,1
35331888,Nitrergic Neurons ,pubdate_desc,1
35368277,Nitrergic Neurons ,pubdate_desc,1
35274336,Nitrergic Neurons ,pubdate_desc,1
35575793,Nitrergic Neurons ,pubdate_desc,2
33813668,Nitrergic Neurons ,pubdate_desc,2
35204685,Nitrergic Neurons ,pubdate_desc,2
34727377,Nitrergic Neurons ,pubdate_desc,2
34802368,Nitrergic Neurons ,pubdate_desc,2
34536522,Nitrergic Neurons ,pubdate_desc,2
34272903,Nitrergic Neurons ,pubdate_desc,2
34215021,Nitrergic Neurons ,pubdate_desc,2
34126223,Nitrergic Neurons ,pubdate_desc,2
34047430,Nitrergic Neurons ,pubdate_desc,2
31256608,Purkinje Cells ,relevance,1
34526620,Purkinje Cells ,relevance,1
34910904,Purkinje Cells ,relevance,1
30284678,Purkinje Cells ,relevance,1
26969183,Purkinje Cells ,relevance,1
30270408,Purkinje Cells ,relevance,1
34038505,Purkinje Cells ,relevance,1
30339808,Purkinje Cells ,relevance,1
29031790,Purkinje Cells ,relevance,1
12418089,Purkinje Cells ,relevance,1
30066224,Purkinje Cells ,relevance,2
28730225,Purkinje Cells ,relevance,2
27541958,Purkinje Cells ,relevance,2
20595652,Purkinje Cells ,relevance,2
29244931,Purkinje Cells ,relevance,2
1603322,Purkinje Cells ,relevance,2
22235322,Purkinje Cells ,relevance,2
16035191,Purkinje Cells ,relevance,2
23173301,Purkinje Cells ,relevance,2
15661179,Purkinje Cells ,relevance,2
35535898,Purkinje Cells ,pubdate_desc,1
35447498,Purkinje Cells ,pubdate_desc,1
35403439,Purkinje Cells ,pubdate_desc,1
35398025,Purkinje Cells ,pubdate_desc,1
35378204,Purkinje Cells ,pubdate_desc,1
34729771,Purkinje Cells ,pubdate_desc,1
34383219,Purkinje Cells ,pubdate_desc,1
35588456,Purkinje Cells ,pubdate_desc,1
35589396,Purkinje Cells ,pubdate_desc,1
35584252,Purkinje Cells ,pubdate_desc,1
35578131,Purkinje Cells ,pubdate_desc,2
35219721,Purkinje Cells ,pubdate_desc,2
35546635,Purkinje Cells ,pubdate_desc,2
35593798,Purkinje Cells ,pubdate_desc,2
30725774,Purkinje Cells ,pubdate_desc,2
35550135,Purkinje Cells ,pubdate_desc,2
35532359,Purkinje Cells ,pubdate_desc,2
32809473,Purkinje Cells ,pubdate_desc,2
35533732,Purkinje Cells ,pubdate_desc,2
35390279,Purkinje Cells ,pubdate_desc,2
33433589,Pyramidal Cells,relevance,1
33591856,Pyramidal Cells,relevance,1
18270515,Pyramidal Cells,relevance,1
30013465,Pyramidal Cells,relevance,1
32931694,Pyramidal Cells,relevance,1
33891283,Pyramidal Cells,relevance,1
12205176,Pyramidal Cells,relevance,1
16054257,Pyramidal Cells,relevance,1
33130041,Pyramidal Cells,relevance,1
33644771,Pyramidal Cells,relevance,1
21822270,Pyramidal Cells,relevance,2
10215927,Pyramidal Cells,relevance,2
9870957,Pyramidal Cells,relevance,2
20163769,Pyramidal Cells,relevance,2
8008190,Pyramidal Cells,relevance,2
7848716,Pyramidal Cells,relevance,2
27706253,Pyramidal Cells,relevance,2
28493345,Pyramidal Cells,relevance,2
33420090,Pyramidal Cells,relevance,2
29534631,Pyramidal Cells,relevance,2
35523115,Pyramidal Cells,pubdate_desc,1
35143049,Pyramidal Cells,pubdate_desc,1
35339680,Pyramidal Cells,pubdate_desc,1
35288304,Pyramidal Cells,pubdate_desc,1
35272006,Pyramidal Cells,pubdate_desc,1
35381872,Pyramidal Cells,pubdate_desc,1
35320461,Pyramidal Cells,pubdate_desc,1
35152451,Pyramidal Cells,pubdate_desc,1
35103859,Pyramidal Cells,pubdate_desc,1
34997582,Pyramidal Cells,pubdate_desc,1
35584117,Pyramidal Cells,pubdate_desc,2
35603771,Pyramidal Cells,pubdate_desc,2
35605684,Pyramidal Cells,pubdate_desc,2
35521524,Pyramidal Cells,pubdate_desc,2
35598701,Pyramidal Cells,pubdate_desc,2
35588712,Pyramidal Cells,pubdate_desc,2
35422441,Pyramidal Cells,pubdate_desc,2
35290792,Pyramidal Cells,pubdate_desc,2
35533272,Pyramidal Cells,pubdate_desc,2
35523580,Pyramidal Cells,pubdate_desc,2
30173207,Serotonergic Neurons ,relevance,1
25102561,Serotonergic Neurons ,relevance,1
27716980,Serotonergic Neurons ,relevance,1
33973716,Serotonergic Neurons ,relevance,1
33541677,Serotonergic Neurons ,relevance,1
33889077,Serotonergic Neurons ,relevance,1
33767349,Serotonergic Neurons ,relevance,1
34011923,Serotonergic Neurons ,relevance,1
30935682,Serotonergic Neurons ,relevance,1
32420992,Serotonergic Neurons ,relevance,1
26678307,Serotonergic Neurons ,relevance,2
30948838,Serotonergic Neurons ,relevance,2
22117594,Serotonergic Neurons ,relevance,2
29926063,Serotonergic Neurons ,relevance,2
29593503,Serotonergic Neurons ,relevance,2
35051377,Serotonergic Neurons ,relevance,2
32045742,Serotonergic Neurons ,relevance,2
33359652,Serotonergic Neurons ,relevance,2
33596470,Serotonergic Neurons ,relevance,2
28250331,Serotonergic Neurons ,relevance,2
35358499,Serotonergic Neurons ,pubdate_desc,1
35301029,Serotonergic Neurons ,pubdate_desc,1
35386024,Serotonergic Neurons ,pubdate_desc,1
35381219,Serotonergic Neurons ,pubdate_desc,1
35319286,Serotonergic Neurons ,pubdate_desc,1
34628661,Serotonergic Neurons ,pubdate_desc,1
34605203,Serotonergic Neurons ,pubdate_desc,1
34535040,Serotonergic Neurons ,pubdate_desc,1
35604019,Serotonergic Neurons ,pubdate_desc,1
35562624,Serotonergic Neurons ,pubdate_desc,1
35545425,Serotonergic Neurons ,pubdate_desc,2
35534532,Serotonergic Neurons ,pubdate_desc,2
31335079,Serotonergic Neurons ,pubdate_desc,2
35550066,Serotonergic Neurons ,pubdate_desc,2
35563850,Serotonergic Neurons ,pubdate_desc,2
35526586,Serotonergic Neurons ,pubdate_desc,2
35461098,Serotonergic Neurons ,pubdate_desc,2
35322906,Serotonergic Neurons ,pubdate_desc,2
35301424,Serotonergic Neurons ,pubdate_desc,2
35234992,Serotonergic Neurons ,pubdate_desc,2
32916091,Suprachiasmatic Nucleus Neurons ,relevance,1
31560907,Suprachiasmatic Nucleus Neurons ,relevance,1
29405459,Suprachiasmatic Nucleus Neurons ,relevance,1
32967468,Suprachiasmatic Nucleus Neurons ,relevance,1
27330050,Suprachiasmatic Nucleus Neurons ,relevance,1
33574181,Suprachiasmatic Nucleus Neurons ,relevance,1
31317809,Suprachiasmatic Nucleus Neurons ,relevance,1
30455627,Suprachiasmatic Nucleus Neurons ,relevance,1
15271259,Suprachiasmatic Nucleus Neurons ,relevance,1
15056940,Suprachiasmatic Nucleus Neurons ,relevance,1
34259044,Suprachiasmatic Nucleus Neurons ,relevance,2
11997228,Suprachiasmatic Nucleus Neurons ,relevance,2
35008655,Suprachiasmatic Nucleus Neurons ,relevance,2
8990919,Suprachiasmatic Nucleus Neurons ,relevance,2
28860458,Suprachiasmatic Nucleus Neurons ,relevance,2
20404040,Suprachiasmatic Nucleus Neurons ,relevance,2
31575032,Suprachiasmatic Nucleus Neurons ,relevance,2
16797851,Suprachiasmatic Nucleus Neurons ,relevance,2
9376638,Suprachiasmatic Nucleus Neurons ,relevance,2
8227520,Suprachiasmatic Nucleus Neurons ,relevance,2
35301122,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
35466006,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
35521538,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
35545046,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
35592033,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
34816453,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
35481869,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
34974160,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
34642936,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
35250437,Suprachiasmatic Nucleus Neurons ,pubdate_desc,1
34915098,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
35232040,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
34994231,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
34981555,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
34967900,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
34627821,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
34490628,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
34053067,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
35046033,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
35163194,Suprachiasmatic Nucleus Neurons ,pubdate_desc,2
31926596,Muscle Cells ,relevance,1
17948301,Muscle Cells ,relevance,1
32572436,Muscle Cells ,relevance,1
34331251,Muscle Cells ,relevance,1
31782012,Muscle Cells ,relevance,1
32138900,Muscle Cells ,relevance,1
32817655,Muscle Cells ,relevance,1
22127246,Muscle Cells ,relevance,1
25012928,Muscle Cells ,relevance,1
25451799,Muscle Cells ,relevance,1
34638875,Muscle Cells ,relevance,2
25038928,Muscle Cells ,relevance,2
16333375,Muscle Cells ,relevance,2
29319158,Muscle Cells ,relevance,2
34368369,Muscle Cells ,relevance,2
28575733,Muscle Cells ,relevance,2
30367406,Muscle Cells ,relevance,2
22244843,Muscle Cells ,relevance,2
29626542,Muscle Cells ,relevance,2
16845551,Muscle Cells ,relevance,2
35600979,Muscle Cells ,pubdate_desc,1
34974792,Muscle Cells ,pubdate_desc,1
35588098,Muscle Cells ,pubdate_desc,1
35509185,Muscle Cells ,pubdate_desc,1
35481427,Muscle Cells ,pubdate_desc,1
35412435,Muscle Cells ,pubdate_desc,1
35412419,Muscle Cells ,pubdate_desc,1
35285384,Muscle Cells ,pubdate_desc,1
35244521,Muscle Cells ,pubdate_desc,1
35172689,Muscle Cells ,pubdate_desc,1
35148221,Muscle Cells ,pubdate_desc,2
34957913,Muscle Cells ,pubdate_desc,2
34905418,Muscle Cells ,pubdate_desc,2
34846265,Muscle Cells ,pubdate_desc,2
35535878,Muscle Cells ,pubdate_desc,2
35415291,Muscle Cells ,pubdate_desc,2
35259845,Muscle Cells ,pubdate_desc,2
35040109,Muscle Cells ,pubdate_desc,2
35482009,Muscle Cells ,pubdate_desc,2
35452507,Muscle Cells ,pubdate_desc,2
33374253,Myeloid Cells ,relevance,1
15147715,Myeloid Cells ,relevance,1
22437938,Myeloid Cells ,relevance,1
31548218,Myeloid Cells ,relevance,1
24060865,Myeloid Cells ,relevance,1
34707085,Myeloid Cells ,relevance,1
32202669,Myeloid Cells ,relevance,1
33035713,Myeloid Cells ,relevance,1
27339708,Myeloid Cells ,relevance,1
30791481,Myeloid Cells ,relevance,1
26168215,Myeloid Cells ,relevance,2
29129292,Myeloid Cells ,relevance,2
34831183,Myeloid Cells ,relevance,2
30003321,Myeloid Cells ,relevance,2
34556813,Myeloid Cells ,relevance,2
32793228,Myeloid Cells ,relevance,2
31861356,Myeloid Cells ,relevance,2
33855680,Myeloid Cells ,relevance,2
33582607,Myeloid Cells ,relevance,2
31068952,Myeloid Cells ,relevance,2
35510176,Myeloid Cells ,pubdate_desc,1
35435150,Myeloid Cells ,pubdate_desc,1
35316152,Myeloid Cells ,pubdate_desc,1
35296227,Myeloid Cells ,pubdate_desc,1
35130111,Myeloid Cells ,pubdate_desc,1
35544695,Myeloid Cells ,pubdate_desc,1
35544467,Myeloid Cells ,pubdate_desc,1
35473465,Myeloid Cells ,pubdate_desc,1
35435776,Myeloid Cells ,pubdate_desc,1
35415298,Myeloid Cells ,pubdate_desc,1
35413231,Myeloid Cells ,pubdate_desc,2
35413230,Myeloid Cells ,pubdate_desc,2
35412419,Myeloid Cells ,pubdate_desc,2
35363114,Myeloid Cells ,pubdate_desc,2
35352622,Myeloid Cells ,pubdate_desc,2
35348419,Myeloid Cells ,pubdate_desc,2
35306933,Myeloid Cells ,pubdate_desc,2
35254202,Myeloid Cells ,pubdate_desc,2
35244505,Myeloid Cells ,pubdate_desc,2
35232327,Myeloid Cells ,pubdate_desc,2
26791720,"Neoplastic Cells, Circulating",relevance,1
26987538,"Neoplastic Cells, Circulating",relevance,1
32192534,"Neoplastic Cells, Circulating",relevance,1
31280190,"Neoplastic Cells, Circulating",relevance,1
33289351,"Neoplastic Cells, Circulating",relevance,1
31980023,"Neoplastic Cells, Circulating",relevance,1
34803167,"Neoplastic Cells, Circulating",relevance,1
31605227,"Neoplastic Cells, Circulating",relevance,1
33322643,"Neoplastic Cells, Circulating",relevance,1
22820318,"Neoplastic Cells, Circulating",relevance,1
30833413,"Neoplastic Cells, Circulating",relevance,2
33394200,"Neoplastic Cells, Circulating",relevance,2
28252003,"Neoplastic Cells, Circulating",relevance,2
28875730,"Neoplastic Cells, Circulating",relevance,2
28986899,"Neoplastic Cells, Circulating",relevance,2
23533270,"Neoplastic Cells, Circulating",relevance,2
24263189,"Neoplastic Cells, Circulating",relevance,2
31299208,"Neoplastic Cells, Circulating",relevance,2
26828013,"Neoplastic Cells, Circulating",relevance,2
32644115,"Neoplastic Cells, Circulating",relevance,2
35523005,"Neoplastic Cells, Circulating",pubdate_desc,1
35344731,"Neoplastic Cells, Circulating",pubdate_desc,1
35397078,"Neoplastic Cells, Circulating",pubdate_desc,1
35218176,"Neoplastic Cells, Circulating",pubdate_desc,1
35595733,"Neoplastic Cells, Circulating",pubdate_desc,1
35304611,"Neoplastic Cells, Circulating",pubdate_desc,1
35467678,"Neoplastic Cells, Circulating",pubdate_desc,1
35014838,"Neoplastic Cells, Circulating",pubdate_desc,1
34737243,"Neoplastic Cells, Circulating",pubdate_desc,1
34670901,"Neoplastic Cells, Circulating",pubdate_desc,1
35549970,"Neoplastic Cells, Circulating",pubdate_desc,2
35545786,"Neoplastic Cells, Circulating",pubdate_desc,2
35538484,"Neoplastic Cells, Circulating",pubdate_desc,2
35481373,"Neoplastic Cells, Circulating",pubdate_desc,2
35285488,"Neoplastic Cells, Circulating",pubdate_desc,2
35513689,"Neoplastic Cells, Circulating",pubdate_desc,2
34718551,"Neoplastic Cells, Circulating",pubdate_desc,2
35563846,"Neoplastic Cells, Circulating",pubdate_desc,2
35562141,"Neoplastic Cells, Circulating",pubdate_desc,2
35489767,"Neoplastic Cells, Circulating",pubdate_desc,2
31512994,Neuroglia,relevance,1
34699052,Neuroglia,relevance,1
34888828,Neuroglia,relevance,1
21989511,Neuroglia,relevance,1
34346664,Neuroglia,relevance,1
24652503,Neuroglia,relevance,1
25634606,Neuroglia,relevance,1
1092250,Neuroglia,relevance,1
4274277,Neuroglia,relevance,1
15203098,Neuroglia,relevance,1
18945498,Neuroglia,relevance,2
26556658,Neuroglia,relevance,2
26825092,Neuroglia,relevance,2
32356441,Neuroglia,relevance,2
10322493,Neuroglia,relevance,2
2866573,Neuroglia,relevance,2
19194443,Neuroglia,relevance,2
2696897,Neuroglia,relevance,2
4898461,Neuroglia,relevance,2
20673847,Neuroglia,relevance,2
35254962,Neuroglia,pubdate_desc,1
35142665,Neuroglia,pubdate_desc,1
35550777,Neuroglia,pubdate_desc,1
35452747,Neuroglia,pubdate_desc,1
35278568,Neuroglia,pubdate_desc,1
35487272,Neuroglia,pubdate_desc,1
35474517,Neuroglia,pubdate_desc,1
35472694,Neuroglia,pubdate_desc,1
35470042,Neuroglia,pubdate_desc,1
35461837,Neuroglia,pubdate_desc,1
35452628,Neuroglia,pubdate_desc,2
35452626,Neuroglia,pubdate_desc,2
35451181,Neuroglia,pubdate_desc,2
35427673,Neuroglia,pubdate_desc,2
35398027,Neuroglia,pubdate_desc,2
35394085,Neuroglia,pubdate_desc,2
35388544,Neuroglia,pubdate_desc,2
35385782,Neuroglia,pubdate_desc,2
35373853,Neuroglia,pubdate_desc,2
35367455,Neuroglia,pubdate_desc,2
23584863,Neurons,relevance,1
27683887,Neurons,relevance,1
29096078,Neurons,relevance,1
34542766,Neurons,relevance,1
30917063,Neurons,relevance,1
30227142,Neurons,relevance,1
31583583,Neurons,relevance,1
32965146,Neurons,relevance,1
30842660,Neurons,relevance,1
18497935,Neurons,relevance,1
27341100,Neurons,relevance,2
7673890,Neurons,relevance,2
26576026,Neurons,relevance,2
35299618,Neurons,relevance,2
21540820,Neurons,relevance,2
28177286,Neurons,relevance,2
17969420,Neurons,relevance,2
8229166,Neurons,relevance,2
26730737,Neurons,relevance,2
4947061,Neurons,relevance,2
35600969,Neurons,pubdate_desc,1
34904718,Neurons,pubdate_desc,1
35594387,Neurons,pubdate_desc,1
35549651,Neurons,pubdate_desc,1
35548926,Neurons,pubdate_desc,1
35415305,Neurons,pubdate_desc,1
35387159,Neurons,pubdate_desc,1
35378047,Neurons,pubdate_desc,1
35296219,Neurons,pubdate_desc,1
35254962,Neurons,pubdate_desc,1
35227168,Neurons,pubdate_desc,2
35171059,Neurons,pubdate_desc,2
35086409,Neurons,pubdate_desc,2
35014936,Neurons,pubdate_desc,2
34983286,Neurons,pubdate_desc,2
34978525,Neurons,pubdate_desc,2
34962444,Neurons,pubdate_desc,2
34851372,Neurons,pubdate_desc,2
34609266,Neurons,pubdate_desc,2
35535908,Neurons,pubdate_desc,2
34228313,Oxyphil Cells,relevance,1
31198545,Oxyphil Cells,relevance,1
29055426,Oxyphil Cells,relevance,1
22585091,Oxyphil Cells,relevance,1
4880406,Oxyphil Cells,relevance,1
34248855,Oxyphil Cells,relevance,1
29526777,Oxyphil Cells,relevance,1
35348903,Oxyphil Cells,relevance,1
31686279,Oxyphil Cells,relevance,1
2427550,Oxyphil Cells,relevance,1
30085580,Oxyphil Cells,relevance,2
10211119,Oxyphil Cells,relevance,2
29241974,Oxyphil Cells,relevance,2
25418474,Oxyphil Cells,relevance,2
8856255,Oxyphil Cells,relevance,2
31482540,Oxyphil Cells,relevance,2
6753566,Oxyphil Cells,relevance,2
28009314,Oxyphil Cells,relevance,2
686153,Oxyphil Cells,relevance,2
34012422,Oxyphil Cells,relevance,2
35348903,Oxyphil Cells,pubdate_desc,1
35092877,Oxyphil Cells,pubdate_desc,1
35078345,Oxyphil Cells,pubdate_desc,1
34755316,Oxyphil Cells,pubdate_desc,1
34057368,Oxyphil Cells,pubdate_desc,1
30085580,Oxyphil Cells,pubdate_desc,1
34228313,Oxyphil Cells,pubdate_desc,1
34731935,Oxyphil Cells,pubdate_desc,1
33901345,Oxyphil Cells,pubdate_desc,1
33135196,Oxyphil Cells,pubdate_desc,1
32075429,Oxyphil Cells,pubdate_desc,2
34376229,Oxyphil Cells,pubdate_desc,2
33788998,Oxyphil Cells,pubdate_desc,2
33961304,Oxyphil Cells,pubdate_desc,2
34248855,Oxyphil Cells,pubdate_desc,2
34177816,Oxyphil Cells,pubdate_desc,2
34177813,Oxyphil Cells,pubdate_desc,2
33838490,Oxyphil Cells,pubdate_desc,2
33296146,Oxyphil Cells,pubdate_desc,2
34012422,Oxyphil Cells,pubdate_desc,2
27509858,Pancreatic Stellate Cells,relevance,1
35199546,Pancreatic Stellate Cells,relevance,1
31928917,Pancreatic Stellate Cells,relevance,1
30755305,Pancreatic Stellate Cells,relevance,1
31133044,Pancreatic Stellate Cells,relevance,1
32040855,Pancreatic Stellate Cells,relevance,1
28590306,Pancreatic Stellate Cells,relevance,1
28601475,Pancreatic Stellate Cells,relevance,1
33037138,Pancreatic Stellate Cells,relevance,1
28382480,Pancreatic Stellate Cells,relevance,1
29909021,Pancreatic Stellate Cells,relevance,2
28126348,Pancreatic Stellate Cells,relevance,2
34405729,Pancreatic Stellate Cells,relevance,2
31872946,Pancreatic Stellate Cells,relevance,2
33831358,Pancreatic Stellate Cells,relevance,2
26571462,Pancreatic Stellate Cells,relevance,2
26960936,Pancreatic Stellate Cells,relevance,2
22876388,Pancreatic Stellate Cells,relevance,2
32632968,Pancreatic Stellate Cells,relevance,2
25091797,Pancreatic Stellate Cells,relevance,2
35109781,Pancreatic Stellate Cells,pubdate_desc,1
35526650,Pancreatic Stellate Cells,pubdate_desc,1
35367821,Pancreatic Stellate Cells,pubdate_desc,1
35399702,Pancreatic Stellate Cells,pubdate_desc,1
35603471,Pancreatic Stellate Cells,pubdate_desc,1
35602933,Pancreatic Stellate Cells,pubdate_desc,1
35586893,Pancreatic Stellate Cells,pubdate_desc,1
33620821,Pancreatic Stellate Cells,pubdate_desc,1
35570091,Pancreatic Stellate Cells,pubdate_desc,1
35523788,Pancreatic Stellate Cells,pubdate_desc,1
35504863,Pancreatic Stellate Cells,pubdate_desc,2
35513284,Pancreatic Stellate Cells,pubdate_desc,2
35565326,Pancreatic Stellate Cells,pubdate_desc,2
35451372,Pancreatic Stellate Cells,pubdate_desc,2
35438788,Pancreatic Stellate Cells,pubdate_desc,2
35412885,Pancreatic Stellate Cells,pubdate_desc,2
35430731,Pancreatic Stellate Cells,pubdate_desc,2
35492620,Pancreatic Stellate Cells,pubdate_desc,2
35432336,Pancreatic Stellate Cells,pubdate_desc,2
35450328,Pancreatic Stellate Cells,pubdate_desc,2
29601862,Phagocytes ,relevance,1
33439750,Phagocytes ,relevance,1
